Dayahead Market MCPs.

01/01/2012,,All Hours-Ending are Eastern Standard Time (EST)

,,MCP Type, HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
AMIL.ANI_AANIT,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.BALDWI51,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.BALDWI52,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.BALDWI53,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.CC.GDTWR1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.CC.GDTWR2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.GDTOWER1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.GDTOWER2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.GDTOWER3,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.GDTOWER4,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.GRJ_AGRJ_,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.HEN_AMT_P,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.PSG1.IMEA,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.PSG1.LGEP,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.PSG1.SIPC,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.PSG2.IMEA,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.PSG2.LGEP,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.PSG2.SIPC,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.PSGC1.PPI,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.PSGC1.TEA,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.PSGC2.PPI,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.PSGC2.TEA,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.STALLIG-4,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.SWCC.PLUM,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.TBCRSTAT,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.WOODRW84,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMIL.WOODRW85,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.AUDRN11,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.AUDRN22,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.AUDRN33,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.AUDRN44,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.AUDRN55,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.AUDRN66,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.AUDRN77,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.AUDRN88,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.CALLAWAY1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.CC.KEOKUK,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.CC.OSAGE,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.FGRDCTG1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.HDBDCTG1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK10,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK11,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK12,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK13,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK14,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK15,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK3,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK4,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK5,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK6,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK7,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK8,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KEOKUK9,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.KIRK2CTG1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.LABADIE1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.LABADIE2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.LABADIE3,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.LABADIE4,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.MERAMEC1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.MERAMEC2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.MERAMEC3,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.MERAMEC4,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.MERAMECT1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.MERAMECT2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.MEXCTG1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.MOBCTG1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.MORUCTG1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.OSAGE1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.OSAGE2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.OSAGE3,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.OSAGE4,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.OSAGE5,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.OSAGE6,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.OSAGE7,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.OSAGE8,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.OSAGEEGEN,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.PENOCTG1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.PENOCTG2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.PENOCTG3,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.PENOCTG4,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.PNKYCTG1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.PNKYCTG2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.PNKYCTG3,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.PNKYCTG4,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.PNKYCTG5,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.PNKYCTG6,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.PNKYCTG7,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.PNKYCTG8,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.RCCKCTG1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.RCCKCTG2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.RCCKCTG3,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.RCCKCTG4,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.RUSHIS1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.RUSHIS2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.SIOUX1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.SIOUX2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.TRIGCTG1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.TS1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.TS2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.VENCTG2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.VENCTG3,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.VENCTG4,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
AMMO.VENCTG5,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
CWLD.BLRG,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
CWLD.PLANTD5,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
CWLD.PLANTD6,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
CWLD.PLANTD7,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
CWLD.PLANTD8,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.ADAIR_W1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.BEPM.WS3,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.BEPM.WS4,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.CAROL_W1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.CC.GDM1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.CC.GDM2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.FARMER,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.GDMEC_1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.GDMEC_1_3,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.GDMEC_2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.GDMEC_2_3,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.KNOXIN_1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.LAUREL_1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.NWHAR_IBR,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.OTTUMWA1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.PHEC_1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.PHEC_2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.PHEC_3,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.RHILLS14,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.RHILLS58,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.ROLLHILLS1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.SHENDO_1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.SYCAMO_1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.SYCAMO_2,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
MEC.VICTRM_1,Zone 2,GENSPINMCP,.7,.7,.7,.7,.68,.68,.68,.68,.68,.68,.68,.68,.7,.68,.68,.68,.7,1.59,2.15,1,1.01,.99,.98,.76
